State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",RapeRevised,RapeLegacy,Robbery,Aggravated assault,"Property
crime",Burglary,"Larceny-
theft","Motor
vehicle theft",Arson
NJ,Salem,0,0,0,,0,0,0,0,0,0,0
NJ,Somerset,0,0,0,,0,0,4,0,4,0,0
NJ,Sussex,0,0,0,,0,0,0,0,0,0,0
NJ,Union,0,0,0,,0,0,0,0,0,0,0
NJ,Warren,0,0,0,,0,0,0,0,0,0,0
NM,Bernalillo,763,9,,52,122,580,"2,820",909,"1,452",459,103
NM,Dona Ana,188,6,,42,6,134,834,308,437,89,
NM,Sandoval,25,0,,3,1,21,166,47,111,8,
NM,Santa Fe,111,1,,8,13,89,656,397,257,2,
NM,Torrance,66,1,,11,4,50,193,106,59,28,
NM,Valencia,386,0,,19,11,356,"1,196",414,516,266,
NM,Catron,7,0,,0,0,7,17,3,12,2,
NM,Chaves,62,1,,12,1,48,207,89,89,29,
NM,Cibola,78,0,,3,0,75,91,44,33,14,
NM,Colfax,12,0,,0,2,10,23,13,7,3,
NM,Curry,18,2,,2,1,13,158,74,68,16,
NM,De Baca,2,0,,0,1,1,31,16,11,4,
NM,Eddy,39,2,,0,1,36,328,63,202,63,
NM,Hidalgo,4,0,,0,1,3,18,11,6,1,
NM,Lea,22,1,,5,2,14,384,135,215,34,
NM,Lincoln,23,0,,4,0,19,102,48,49,5,
NM,Luna,44,0,,0,1,43,242,91,123,28,
NM,McKinley,85,1,,8,5,71,265,87,157,21,
NM,Mora,5,0,,0,0,5,25,12,8,5,
NM,Otero,124,0,,10,0,114,272,115,139,18,
NM,Quay,3,0,,0,0,3,29,12,15,2,
NM,San Miguel,8,0,,0,0,8,4,1,1,2,
NM,Sierra,35,2,,8,0,25,76,27,41,8,
NM,Socorro,18,0,,3,0,15,47,11,30,6,
NM,Union,2,0,,0,0,2,11,8,3,0,
NY,Albany,19,0,7,,0,12,157,24,124,9,0
NY,Broome,45,0,13,,5,27,528,141,362,25,0
NY,Chemung,20,1,5,,2,12,390,40,342,8,1
NY,Dutchess,35,0,17,,2,16,496,112,378,6,0
NY,Erie,71,0,0,,12,59,762,141,600,21,5
NY,Herkimer,2,0,,0,0,2,0,0,0,0,0
NY,Jefferson,38,0,15,,1,22,272,48,218,6,0
NY,Livingston,31,1,10,,0,20,312,48,249,15,0
NY,Madison,16,0,9,,0,7,116,24,81,11,1
NY,Nassau,"1,157",12,38,,478,629,"10,660","1,144","9,054",462,68
NY,Niagara,70,0,17,,20,33,822,166,609,47,3
NY,Oneida,71,0,45,,1,25,342,96,229,17,1
NY,Onondaga,187,4,42,,34,107,"1,783",306,"1,409",68,9
NY,Ontario,61,0,28,,7,26,904,157,730,17,0
NY,Orange,14,0,0,,1,13,17,0,17,0,1
NY,Orleans,20,0,8,,1,11,200,56,140,4,0
NY,Oswego,56,0,26,,3,27,304,68,218,18,0
NY,Putnam,16,0,3,,4,9,291,44,243,4,0
NY,Rensselaer,15,1,2,,3,9,249,39,201,9,2
NY,Rockland,7,0,0,,0,7,33,2,30,1,0
NY,Saratoga,85,2,14,,2,67,"1,102",167,892,43,0
NY,Schenectady,1,0,,0,1,0,16,6,9,1,0
NY,Schoharie,2,0,2,,0,0,49,15,34,0,2
NY,Suffolk,63,0,,0,0,63,0,0,0,0,0
NY,Suffolk County Police Department,"1,577",33,109,,541,894,"18,254","1,743","15,432","1,079",109
NY,Tioga,16,1,2,,1,12,181,51,119,11,1
NY,Ulster,30,1,4,,1,24,212,44,150,18,0
NY,Warren,44,0,17,,5,22,620,77,541,2,1
NY,Washington,27,0,20,,0,7,169,31,133,5,0
NY,Westchester Public Safety,72,0,,2,7,63,305,19,270,16,5
NY,Yates,16,0,5,,1,10,216,58,156,2,0
NY,Allegany,1,0,0,,0,1,1,0,1,0,0
NY,Cattaraugus,34,0,19,,1,14,282,80,180,22,4
NY,Cayuga,22,1,15,,2,4,166,49,113,4,1
NY,Chautauqua,51,0,17,,6,28,571,181,368,22,2
NY,Chenango,22,0,8,,0,14,319,69,248,2,0
NY,Clinton,8,0,0,,0,8,13,2,11,0,0
NY,Columbia,19,0,4,,1,14,285,77,203,5,0
NY,Cortland,7,0,4,,2,1,246,43,203,0,0
NY,Delaware,29,0,22,,3,4,110,31,73,6,0
NY,Essex,0,0,0,,0,0,6,0,6,0,0
NY,Franklin,0,0,,0,0,0,0,0,0,0,0
NY,Fulton7,22,0,6,,0,16,345,51,283,11,2
NY,Genesee,39,0,16,,5,18,430,74,322,34,0
NY,Greene,7,0,,0,0,7,22,6,16,0,0
NY,Hamilton,3,0,,1,0,2,2,0,2,0,0
NY,Lewis,4,1,1,,0,2,65,26,38,1,0
NY,Montgomery,22,0,5,,3,14,392,47,343,2,0
NY,Otsego,19,0,0,,3,16,59,23,33,3,0
NY,Schuyler,7,0,1,,0,6,25,10,14,1,0
NY,Seneca,4,0,0,,0,4,51,14,35,2,0
NY,Steuben,13,0,7,,0,6,118,29,85,4,1
NY,St. Lawrence,14,0,2,,0,12,50,7,42,1,0
NY,Sullivan,29,1,0,,3,25,294,56,233,5,3
NY,Wyoming,14,0,3,,1,10,152,35,115,2,0
NC,Alamance,95,3,,6,6,80,752,328,372,52,2
NC,Alexander,83,4,,10,2,67,546,213,312,21,5
NC,Buncombe,155,5,,9,28,113,"1,826",666,"1,019",141,8
NC,Burke,91,5,,2,16,68,"1,143",459,575,109,2
NC,Cabarrus,38,1,,3,19,15,730,231,461,38,4
NC,Caldwell,95,1,,11,12,71,"1,271",492,686,93,6
NC,Catawba,165,3,,21,16,125,"1,261",476,712,73,14
NC,Chatham,55,2,,6,9,38,602,258,323,21,1
NC,Currituck,37,0,,5,2,30,356,129,215,12,1
NC,Davidson,105,5,,5,21,74,"1,621",938,562,121,5
NC,Davie,58,0,,5,3,50,589,190,375,24,1
NC,Durham,80,5,,5,22,48,566,231,295,40,0
NC,Edgecombe,65,5,,6,13,41,461,202,233,26,7
NC,Forsyth,276,2,,13,40,221,"2,168",551,"1,508",109,19
NC,Franklin,69,4,,7,9,49,889,376,451,62,6
NC,Gaston,15,0,,0,0,15,0,0,0,0,0
NC,Haywood,148,1,,13,10,124,975,454,457,64,7
NC,Iredell,205,3,,11,17,174,"1,449",457,874,118,4
NC,Johnston,160,3,,16,39,102,"1,874",776,"1,000",98,7
NC,Lincoln,85,0,,12,4,69,"1,024",305,655,64,6
NC,Madison,7,1,,0,1,5,182,86,91,5,1
NC,Nash,70,2,,11,5,52,425,183,218,24,2
NC,New Hanover,155,2,,15,44,94,"1,779",468,"1,249",62,19
NC,Orange,43,2,,5,6,30,505,213,273,19,1
NC,Pamlico,6,0,,1,2,3,207,33,158,16,1
NC,Pender,57,0,,11,8,38,867,208,607,52,2
NC,Person,49,6,,3,3,37,294,133,149,12,2
NC,Pitt,157,5,,6,28,118,"1,066",423,573,70,1
NC,Rockingham,66,6,,2,14,44,916,406,466,44,4
NC,Rowan,151,7,,12,14,118,905,293,562,50,4
NC,Stokes,45,1,,0,0,44,772,216,514,42,1
NC,Union,182,6,,21,38,117,"2,102",618,"1,387",97,16
NC,Wake,173,5,,15,25,128,"1,678",582,967,129,14
NC,Wayne,133,0,,4,29,100,"1,592",676,796,120,4
NC,Yadkin,57,1,,4,6,46,485,179,268,38,1
NC,Anson,33,0,,0,5,28,274,184,85,5,2
NC,Ashe,24,0,,3,0,21,197,73,110,14,0
NC,Beaufort,68,1,,5,9,53,496,190,285,21,1
NC,Camden,10,0,,1,2,7,64,17,46,1,0
NC,Caswell,73,4,,1,6,62,381,98,267,16,0
NC,Cherokee,36,0,,6,5,25,611,172,404,35,9
NC,Chowan,16,0,,1,1,14,127,60,64,3,4
NC,Clay,26,1,,1,1,23,278,117,138,23,0
NC,Columbus,72,2,,4,13,53,"1,004",523,416,65,2
NC,Dare,13,0,,1,0,12,523,128,389,6,0
NC,Duplin,93,5,,5,7,76,750,284,415,51,8
NC,Halifax5,69,3,,1,13,52,,,504,18,6
NC,Harnett,233,4,,14,33,182,"1,868",734,"1,032",102,19
NC,Hertford,21,5,,0,2,14,227,124,93,10,0
NC,Lee,47,2,,4,10,31,515,136,346,33,3
NC,Lenoir,122,3,,10,24,85,663,285,348,30,5
NC,Martin,49,0,,1,6,42,234,100,115,19,5
NC,McDowell,37,1,,8,9,19,706,247,383,76,22
NC,Montgomery,43,2,,4,4,33,284,149,120,15,3
NC,Northampton,34,2,,4,4,24,276,163,97,16,3
NC,Pasquotank,35,1,,2,3,29,259,92,160,7,0
NC,Perquimans,4,0,,0,0,4,86,59,24,3,2
NC,Polk,16,1,,3,1,11,255,78,161,16,1
NC,Richmond5,156,3,,6,23,124,,440,,66,5
NC,Rutherford,103,0,,0,5,98,"1,010",542,391,77,9
NC,Sampson5,100,3,,9,22,66,,,359,75,5
NC,Scotland5,57,3,,7,7,40,,,167,44,11
NC,Stanly,29,1,,1,2,25,440,183,244,13,7
NC,Surry,51,1,,13,9,28,"1,089",466,567,56,13
NC,Swain,20,0,,4,2,14,205,101,89,15,0
NC,Transylvania,24,0,,5,6,13,309,137,156,16,3
NC,Tyrrell,8,0,,2,0,6,40,5,35,0,0
NC,Vance,69,5,,1,13,50,707,309,362,36,6
NC,Watauga,26,0,,0,3,23,293,28,257,8,0
NC,Wilkes,115,2,,8,12,93,740,330,373,37,12
NC,Wilson,57,6,,2,4,45,731,201,501,29,2
NC,Yancey,7,0,,2,0,5,66,36,28,2,0
ND,Burleigh,20,0,5,,0,15,246,82,128,36,1
ND,Cass,17,0,11,,0,6,171,59,91,21,3
ND,Grand Forks,4,0,1,,0,3,113,35,69,9,0
ND,Morton,10,0,4,,1,5,115,26,74,15,4
ND,Oliver,0,0,0,,0,0,7,3,3,1,0
ND,Sioux,0,0,0,,0,0,2,2,0,0,0
ND,Adams,1,0,0,,0,1,5,1,4,0,0
ND,Barnes,0,0,0,,0,0,57,30,21,6,0
ND,Benson,3,0,0,,0,3,41,4,31,6,1
ND,Billings,1,0,0,,0,1,10,3,7,0,0
ND,Bottineau,4,0,0,,0,4,70,19,37,14,0
ND,Bowman,0,0,0,,0,0,7,1,1,5,0
ND,Burke,0,0,0,,0,0,5,1,4,0,0
ND,Cavalier,3,0,2,,0,1,30,9,19,2,0
ND,Dickey,0,0,0,,0,0,10,3,7,0,1
ND,Divide,0,0,0,,0,0,2,0,1,1,0
ND,Dunn,1,0,0,,0,1,30,5,21,4,1
ND,Eddy,7,0,4,,0,3,27,5,19,3,0
ND,Emmons,3,0,1,,0,2,36,9,21,6,1
ND,Foster,0,0,0,,0,0,6,4,2,0,0
ND,Golden Valley,1,1,0,,0,0,2,0,1,1,0
ND,Grant,2,0,1,,0,1,7,4,3,0,0
ND,Griggs,0,0,0,,0,0,13,6,6,1,0
ND,Hettinger,2,0,0,,0,2,23,4,16,3,1
ND,Kidder,0,0,0,,0,0,14,2,5,7,0
ND,Lamoure,1,0,0,,0,1,1,0,0,1,0
ND,Logan,0,0,0,,0,0,6,2,4,0,0
ND,McHenry,2,0,0,,0,2,46,12,28,6,0
ND,McIntosh,0,0,0,,0,0,3,2,1,0,0
ND,McKenzie,25,0,5,,0,20,205,40,122,43,0
ND,McLean,12,0,3,,0,9,132,24,88,20,1
ND,Mercer,9,0,0,,1,8,22,5,14,3,0
ND,Mountrail,6,0,1,,0,5,77,5,61,11,2
ND,Nelson,3,0,1,,0,2,47,7,36,4,0
ND,Pembina,3,0,1,,0,2,69,16,37,16,1
ND,Pierce,3,0,1,,0,2,20,8,8,4,0
ND,Ramsey,4,0,0,,0,4,34,5,18,11,0
ND,Ransom,6,1,0,,0,5,24,10,8,6,0
ND,Renville,2,0,0,,0,2,11,1,6,4,0
ND,Richland,7,0,3,,0,4,100,19,70,11,0
ND,Rolette,6,0,0,,1,5,46,14,27,5,1
ND,Sargent,5,0,1,,0,4,13,2,8,3,0
ND,Sheridan,1,0,0,,0,1,21,4,16,1,0
ND,Slope,0,0,0,,0,0,1,0,0,1,0
ND,Stark,3,0,0,,0,3,48,7,29,12,0
ND,Steele,1,0,0,,0,1,1,0,1,0,0
ND,Stutsman,4,0,4,,0,0,68,18,44,6,0
ND,Traill,3,0,1,,1,1,56,16,36,4,1
ND,Walsh,7,0,1,,0,6,87,12,70,5,1
ND,Ward,30,0,7,,6,17,227,88,91,48,0
ND,Wells,2,0,0,,0,2,4,0,2,2,0
ND,Williams,18,0,4,,0,14,224,54,129,41,0
OH,Allen,27,0,6,,14,7,870,205,639,26,3
OH,Belmont,45,1,21,,1,22,374,77,274,23,1
OH,Brown,17,1,5,,2,9,309,103,191,15,1
OH,Butler,45,0,17,,6,22,"1,035",276,748,11,2
OH,Clark,46,0,10,,9,27,"1,174",303,807,64,4
OH,Clermont,98,1,27,,7,63,"1,366",501,814,51,3
OH,Delaware,63,1,23,,14,25,"1,107",246,847,14,5
OH,Fairfield,40,0,14,,1,25,946,143,791,12,4
OH,Fulton,15,2,7,,1,5,250,82,156,12,4
OH,Geauga,20,2,7,,2,9,210,49,144,17,2
OH,Greene,15,0,7,,2,6,384,101,262,21,4
OH,Hamilton,183,2,41,,38,102,"2,743",436,"2,163",144,12
OH,Hocking,14,0,5,,1,8,358,120,218,20,3
OH,Jefferson,2,0,0,,0,2,55,19,33,3,0
OH,Lake,240,0,,15,10,215,341,93,244,4,1
OH,Lawrence,75,1,19,,8,47,663,191,443,29,2
OH,Lorain,50,0,17,,8,25,686,260,385,41,4
OH,Lucas,128,3,26,,31,68,852,240,518,94,5
OH,Madison,20,0,8,,4,8,444,148,274,22,7
OH,Mahoning,1,0,,0,0,1,94,30,53,11,0
OH,Medina,2,0,0,,0,2,106,36,70,0,0
OH,Miami,24,0,12,,2,10,372,107,252,13,2
OH,Montgomery,234,7,50,,89,88,"1,440",527,723,190,23
OH,Perry,15,0,10,,2,3,150,42,105,3,2
OH,Pickaway,29,0,3,,3,23,700,173,497,30,2
OH,Portage,48,4,,10,13,21,"1,109",294,778,37,7
OH,Richland,57,3,24,,7,23,"1,164",447,694,23,5
OH,Stark,89,1,22,,17,49,"1,659",379,"1,146",134,10
OH,Summit,63,1,22,,13,27,"1,050",214,791,45,7
OH,Trumbull,19,1,4,,3,11,332,130,174,28,2
OH,Union,17,0,7,,1,9,173,48,113,12,1
OH,Warren,58,0,11,,13,34,912,150,703,59,2
OH,Wood,13,0,7,,1,5,358,85,251,22,4
OH,Adams,6,0,3,,0,3,157,57,83,17,1
OH,Ashland,31,1,15,,4,11,190,63,116,11,0
OH,Ashtabula,54,1,10,,14,29,640,172,438,30,4
OH,Athens,19,0,5,,3,11,458,145,284,29,1
OH,Champaign,17,1,4,,0,12,330,108,191,31,3
OH,Clinton,2,0,0,,0,2,28,9,19,0,0
OH,Columbiana,19,1,9,,0,9,5,3,2,0,0
OH,Coshocton,39,0,9,,5,25,514,184,307,23,7
OH,Crawford,6,0,5,,0,1,138,61,70,7,0
OH,Defiance,22,1,13,,3,5,141,38,102,1,0
OH,Erie,3,0,0,,1,2,378,84,289,5,0
OH,Fayette,24,2,10,,5,7,513,157,346,10,2
OH,Gallia,21,1,4,,2,14,302,98,188,16,1
OH,Hancock,12,1,3,,2,6,227,80,142,5,0
OH,Hardin,8,0,2,,1,5,147,43,97,7,2
OH,Harrison,6,0,1,,2,3,94,34,56,4,1
OH,Henry,20,2,1,,1,16,164,43,120,1,0
OH,Highland,26,4,6,,1,15,385,130,237,18,7
OH,Holmes,5,1,4,,0,0,204,50,139,15,1
OH,Jackson,26,1,12,,7,6,234,73,148,13,4
OH,Knox,33,0,18,,0,15,487,99,388,0,2
OH,Logan,14,1,3,,0,10,368,148,210,10,2
OH,Marion,38,0,19,,12,7,"1,175",166,"1,001",8,4
OH,Meigs,36,2,4,,6,24,232,71,146,15,5
OH,Mercer,11,0,3,,1,7,138,18,111,9,1
OH,Monroe,11,0,5,,0,6,56,19,31,6,1
OH,Morgan,24,0,5,,1,18,172,57,101,14,3
OH,Muskingum,48,0,27,,9,12,"1,029",310,653,66,5
OH,Noble,0,0,0,,0,0,88,24,59,5,1
OH,Ottawa,8,0,,5,2,1,231,50,178,3,0
OH,Paulding,14,1,7,,1,5,138,39,99,0,0
OH,Pike,22,1,7,,2,12,335,100,202,33,0
OH,Preble,14,2,6,,3,3,307,125,169,13,0
OH,Putnam,13,1,8,,0,4,91,21,68,2,0
OH,Ross,120,1,31,,12,76,"1,316",405,844,67,11
OH,Sandusky,54,0,,0,1,53,211,41,166,4,
OH,Scioto,40,0,13,,11,16,"1,026",344,620,62,9
OH,Seneca,70,0,,4,64,2,319,91,228,0,0
OH,Shelby,15,0,2,,1,12,245,59,177,9,2
OH,Tuscarawas,10,0,4,,1,5,346,107,215,24,2
OH,Van Wert,9,1,7,,0,1,138,46,88,4,1
OH,Vinton,20,0,8,,2,10,108,50,54,4,0
OH,Washington,31,1,6,,1,23,305,94,190,21,2
OH,Wayne,32,0,12,,2,18,497,202,270,25,0
OH,Wyandot,2,0,0,,0,2,17,8,9,0,0
OK,Canadian,15,0,3,,1,11,144,29,97,18,0
OK,Cleveland,58,1,14,,3,40,286,102,144,40,6
OK,Comanche,21,0,3,,2,16,273,109,129,35,2
OK,Cotton,2,0,0,,0,2,40,9,30,1,1
OK,Creek,57,2,11,,3,41,431,139,233,59,6
OK,Garfield,17,0,6,,0,11,152,52,82,18,6
OK,Grady,34,0,7,,0,27,334,114,187,33,6
OK,Le Flore,68,3,8,,2,55,376,139,207,30,5
OK,Lincoln,25,1,5,,2,17,149,50,81,18,4
OK,Logan,34,1,12,,1,20,327,145,152,30,3
OK,McClain,26,1,8,,2,15,251,89,135,27,3
OK,Oklahoma,32,5,3,,0,24,183,52,97,34,0
OK,Okmulgee,36,1,5,,3,27,309,145,127,37,4
OK,Osage,47,0,13,,4,30,370,131,199,40,4
OK,Pawnee,36,0,0,,9,27,93,47,28,18,2
OK,Rogers,89,2,14,,6,67,626,260,296,70,8
OK,Sequoyah,72,0,13,,1,58,406,171,186,49,6
OK,Tulsa,241,2,26,,12,201,929,403,341,185,6
OK,Wagoner,68,1,12,,6,49,601,231,313,57,10
OK,Adair,73,0,1,,1,71,191,75,95,21,3
OK,Alfalfa,3,0,1,,0,2,16,5,9,2,1
OK,Atoka,3,0,1,,1,1,55,20,28,7,2
OK,Beaver,0,0,0,,0,0,27,9,17,1,0
OK,Beckham,21,0,2,,1,18,148,60,76,12,8
OK,Blaine,2,0,0,,1,1,41,24,15,2,0
OK,Caddo,21,0,3,,0,18,184,55,114,15,3
OK,Carter,20,1,6,,0,13,205,96,101,8,2
OK,Cherokee,88,0,10,,5,73,436,173,211,52,10
OK,Choctaw,16,0,0,,0,16,102,75,17,10,2
OK,Cimarron,0,0,0,,0,0,0,0,0,0,0
OK,Coal,4,0,1,,0,3,51,14,29,8,1
OK,Craig,7,0,2,,1,4,82,37,41,4,2
OK,Custer,8,0,3,,0,5,73,25,42,6,2
OK,Delaware,47,0,7,,3,37,237,103,107,27,4
OK,Dewey,2,0,0,,0,2,31,17,14,0,0
OK,Ellis,4,0,0,,0,4,44,20,22,2,0
OK,Garvin,49,1,8,,0,40,295,87,167,41,5
OK,Grant,2,0,2,,0,0,27,14,12,1,2
OK,Harmon,0,0,0,,0,0,20,8,12,0,0
OK,Harper,0,0,0,,0,0,9,2,7,0,0
OK,Haskell,11,0,1,,1,9,52,20,28,4,2
OK,Hughes,12,0,2,,2,8,104,34,54,16,2
OK,Jackson,16,1,2,,0,13,58,25,26,7,1
OK,Jefferson,3,0,2,,0,1,51,10,36,5,3
OK,Johnston,12,0,3,,0,9,118,48,54,16,4
OK,Kay,36,0,1,,1,34,76,43,23,10,1
OK,Kingfisher,3,0,2,,0,1,34,7,24,3,1
OK,Kiowa,1,0,0,,0,1,44,12,29,3,0
OK,Latimer,8,0,0,,0,8,65,27,29,9,3
OK,Love,5,0,1,,1,3,35,7,21,7,1
OK,Major,3,0,0,,0,3,55,27,25,3,0
OK,Marshall,19,0,1,,0,18,184,81,91,12,0
OK,Mayes,28,1,7,,0,20,287,124,129,34,4
OK,McCurtain,25,0,1,,3,21,308,118,169,21,4
OK,McIntosh,47,2,2,,1,42,210,89,94,27,5
OK,Murray,10,0,1,,0,9,27,9,14,4,0
OK,Muskogee,66,0,5,,1,60,261,96,120,45,15
OK,Noble,6,2,1,,0,3,90,37,47,6,1
OK,Nowata,2,0,0,,0,2,52,17,30,5,2
OK,Okfuskee,19,0,1,,0,18,93,41,30,22,1
OK,Payne,46,2,10,,1,33,308,118,160,30,7
OK,Pittsburg,45,2,9,,0,34,368,167,171,30,15
OK,Pontotoc,24,0,6,,0,18,184,78,85,21,2
OK,Pottawatomie,56,1,5,,0,50,426,143,205,78,5
OK,Pushmataha,2,0,0,,0,2,48,28,11,9,3
OK,Roger Mills,8,0,0,,0,8,49,13,28,8,2
OK,Seminole,22,2,4,,1,15,237,79,129,29,5
OK,Stephens,10,0,3,,0,7,222,71,127,24,1
OK,Texas,9,0,2,,0,7,51,20,28,3,0
OK,Tillman,3,0,0,,0,3,37,15,20,2,0
OK,Washita,19,0,4,,0,15,93,29,53,11,3
OK,Woods,4,0,0,,0,4,36,14,19,3,0
OK,Woodward,14,0,2,,0,12,71,18,48,5,0
OR,Benton,27,0,4,,0,23,183,49,120,14,4
OR,Clackamas,365,8,100,,80,177,"5,083",683,"3,815",585,20
OR,Columbia,18,0,4,,0,14,102,53,35,14,2
OR,Deschutes,76,1,16,,1,58,842,157,627,58,3
OR,Josephine,35,0,1,,5,29,372,127,118,127,5
OR,Lane,307,0,29,,12,266,"1,424",489,778,157,10
OR,Linn,36,0,,12,7,17,958,234,628,96,9
OR,Marion,65,5,,19,19,22,"2,176",415,"1,498",263,5
OR,Multnomah,119,1,16,,23,79,"1,352",130,"1,073",149,7
OR,Polk,43,1,7,,0,35,278,99,147,32,2
OR,Washington,287,4,78,,26,179,"1,921",325,"1,418",178,39
OR,Yamhill,35,0,10,,3,22,487,117,326,44,2
OR,Baker,2,0,,0,0,2,67,15,49,3,0
OR,Clatsop,12,2,,0,2,8,214,64,125,25,1
OR,Coos,21,2,,1,4,14,652,168,401,83,1
OR,Crook,51,1,7,,0,43,180,50,106,24,4
OR,Harney,5,0,0,,0,5,65,15,13,37,1
OR,Hood River,17,0,5,,1,11,149,28,108,13,1
OR,Jefferson,28,2,2,,1,23,159,28,103,28,2
OR,Morrow,33,0,5,,2,26,209,43,141,25,4
OR,Tillamook,10,0,1,,0,9,181,63,92,26,3
OR,Umatilla,51,5,9,,1,36,433,147,235,51,7
OR,Union,11,1,1,,0,9,237,39,187,11,1
OR,Wasco,27,0,4,,1,22,96,36,56,4,2
OR,Wheeler,2,0,0,,0,2,5,3,1,1,0
PA,Allegheny,12,0,3,,1,8,0,0,0,0,0
PA,Berks,3,0,0,,0,3,0,0,0,0,0
PA,Blair,0,0,0,,0,0,0,0,0,0,0
PA,Bucks,0,0,0,,0,0,0,0,0,0,0
PA,Butler,0,0,0,,0,0,0,0,0,0,0
PA,Cumberland,1,0,0,,0,1,0,0,0,0,0
PA,Erie,0,0,0,,0,0,4,0,4,0,0
PA,Franklin,0,0,0,,0,0,0,0,0,0,0
PA,Lancaster,2,0,0,,0,2,0,0,0,0,0
PA,Lycoming,0,0,0,,0,0,0,0,0,0,0
PA,Mercer,5,0,0,,0,5,0,0,0,0,0
PA,Montgomery,0,0,0,,0,0,0,0,0,0,0
PA,Northampton,0,0,0,,0,0,0,0,0,0,0
PA,Pike,0,0,0,,0,0,0,0,0,0,0
PA,Washington,2,0,1,,1,0,0,0,0,0,0
PA,Wyoming,0,0,0,,0,0,0,0,0,0,0
PA,York,7,0,0,,0,7,0,0,0,0,0
PA,Bedford,0,0,0,,0,0,0,0,0,0,0
PA,Clarion,0,0,0,,0,0,0,0,0,0,0
PA,Elk,0,0,0,,0,0,0,0,0,0,0
PA,Greene,0,0,0,,0,0,0,0,0,0,0
PA,Indiana,0,0,0,,0,0,0,0,0,0,0
PA,Jefferson,4,0,0,,0,4,2,0,2,0,0
PA,Lawrence,0,0,0,,0,0,0,0,0,0,0
PA,Schuylkill,1,0,0,,0,1,1,1,0,0,0
PA,Snyder,0,0,0,,0,0,0,0,0,0,0
PA,Tioga,0,0,0,,0,0,0,0,0,0,0
PA,Union,0,0,0,,0,0,0,0,0,0,0
PA,Warren,0,0,0,,0,0,0,0,0,0,0
PA,Wayne,0,0,0,,0,0,0,0,0,0,0
SC,Aiken,549,10,90,,50,399,"3,105",902,"1,791",412,6
SC,Anderson,918,16,66,,91,745,"6,334","1,560","4,042",732,22
SC,Beaufort,421,8,58,,63,292,"2,360",501,"1,672",187,11
SC,Berkeley,444,8,44,,63,329,"2,847",735,"1,750",362,12
SC,Calhoun,30,2,2,,3,23,213,77,115,21,3
SC,Chester,151,1,11,,13,126,555,149,357,49,6
SC,Darlington,224,4,25,,28,167,"1,780",706,948,126,17
SC,Fairfield,142,1,3,,8,130,544,147,341,56,7
SC,Florence,324,7,38,,74,205,"2,507",784,"1,507",216,6
SC,Greenville,"1,800",24,184,,277,"1,315","9,352","2,281","6,072",999,61
SC,Horry,6,0,1,,0,5,2,0,2,0,0
SC,Horry County Police Department,994,21,201,,120,652,"6,888","1,412","4,833",643,48
SC,Jasper,40,4,4,,14,18,503,134,311,58,2
SC,Lancaster,254,5,25,,29,195,"1,715",468,"1,173",74,8
SC,Laurens,142,4,12,,11,115,920,280,536,104,9
SC,Lexington,514,11,65,,78,360,"4,506",860,"3,115",531,17
SC,Pickens,281,5,37,,17,222,"1,587",545,853,189,4
SC,Richland,"1,959",26,137,,300,"1,496","9,684","1,832","6,649","1,203",36
SC,Saluda,46,1,5,,2,38,179,46,117,16,4
SC,Spartanburg,749,14,70,,94,571,"5,532","1,287","3,751",494,20
SC,Sumter,354,1,22,,22,309,"1,872",624,"1,093",155,11
SC,Union,120,1,11,,14,94,607,156,418,33,8
SC,York,365,2,51,,38,274,"2,235",598,"1,516",121,11
SC,Abbeville,44,1,4,,6,33,289,103,171,15,2
SC,Bamberg,26,0,4,,0,22,144,58,76,10,1
SC,Barnwell,79,0,5,,7,67,247,67,159,21,6
SC,Cherokee,115,1,14,,25,75,"1,236",358,807,71,4
SC,Chesterfield,131,0,7,,8,116,862,268,453,141,5
SC,Clarendon,78,2,6,,9,61,595,193,355,47,2
SC,Colleton,209,3,17,,17,172,806,225,505,76,15
SC,Dillon,142,7,10,,13,112,769,249,474,46,13
SC,Georgetown,164,2,28,,17,117,"1,184",320,748,116,7
SC,Greenwood,165,0,25,,15,125,"1,172",270,848,54,0
SC,Hampton,51,0,3,,8,40,233,76,145,12,0
SC,Lee,66,1,4,,7,54,307,98,173,36,7
SC,Marion9,130,2,11,,14,103,,270,299,,1
SC,Marlboro,116,2,5,,13,96,561,196,312,53,4
SC,McCormick,21,0,0,,3,18,90,35,44,11,0
SC,Newberry,43,1,1,,6,35,293,87,189,17,1
SC,Oconee,146,1,36,,9,100,"1,501",376,"1,032",93,5
SC,Williamsburg,136,3,11,,20,102,689,234,379,76,9
SD,Custer,4,0,1,,0,3,42,8,30,4,0
SD,Lincoln,14,0,1,,1,12,216,65,139,12,1
SD,McCook,3,0,0,,0,3,32,7,22,3,0
SD,Meade,23,2,4,,0,17,104,25,66,13,1
SD,Minnehaha,47,4,6,,1,36,424,171,222,31,3
SD,Pennington,118,1,52,,5,60,382,78,280,24,1
SD,Turner,11,0,1,,0,10,50,10,31,9,0
SD,Union,10,0,3,,0,7,46,4,39,3,0
SD,Aurora,0,0,0,,0,0,5,1,4,0,0
SD,Beadle,5,1,0,,0,4,14,4,6,4,0
SD,Bennett,3,0,0,,0,3,5,1,1,3,0
SD,Bon Homme,1,0,0,,0,1,0,0,0,0,0
